card_id,chinese,pinyin,english
QNxoZHauLjhwFYFXc0vYqy,"我们旅行多年後, 决定在此定居.","wǒ men lu:3 xíng duō nián後,  jué dìng zài cǐ dìng jū.","After years of travel, we decided to settle here."
4Fq8Cd580PWavUaA3kWzxr,她泰然自若地履行王妃的职责.,tā tài rán zì ruò de lu:3 xíng wáng fēi de zhí zé.,She performs the duties of a princess with great aplomb.
hijBoexXBd5QnO4GVs8woP,那名间谍把秘密计画泄漏给敌人。,nà míng jiàn dié bǎ mì mì jì huà xiè lòu jǐ dí rén。,The spy divulged the secret plans to the enemy.
LVEWJocOFemDq4AsIESa7u,她泰然自若地履行王妃的职责.,tā tài rán zì ruò de lu:3 xíng wáng fēi de zhí zé.,She performs the duties of a princess with great aplomb.
0Ffx0PEMRwwnyhYouU3tTo,我上当了! 这些番茄一半是坏的!,wǒ shàng dàng le!  zhè xie fān qié yī bàn shì huài de!,I've been diddled! Half of these tomatoes are bad!
crLwc5ILyLUXvAMzVIuDon,恶毒女人被看作邪恶和诡诈的妇女,è dú nu:3 rén bèi kàn zuò xié è huò guǐ zhà de fù nu:3,A woman who is regarded as evil and scheming.
7SfXASwUkPVwjZGwklvEyt,裁军谈判的最新情况怎麽样?,cái jūn tán pàn de zuì xīn qíng kuàng zěn mó yàng?,What is the latest state of play in the disarmament talks?
azLeRL2pZWiZJ86YSu4Mo6,广袤的平原被厚厚的雪覆盖着。,guǎng mào de píng yuán bèi hòu hòu de xuě fù gài zhuó。,The vast champaign was covered with thick snow.
0udZPsAoDCx3WAlgUszsPa,劫案发生後警方立即跟踪追击.,jié àn fā shēng後 jǐng fāng lì jí gēn zōng zhuī jī.,After the robbery the police immediately gave chase.
dKMmBaRxGQhlsJzvSePCK8,太阳看起来在天空以弧线运行。,tài yáng kàn qǐ lai zài tiān kōng yǐ hú xiàn yùn xíng。,The sun appears to move in an arc across the sky.
nYvqUKx5xEil21ensDJ2lb,那个国家将要展示埃及木乃伊。,nèi gè guó jiā jiāng yào zhǎn shì Aī jí mù nǎi yī。,There will be an Egyptian mummy show in that country.
rGA3PJjdXL0Ooc4ByUEjEi,你以後要为你的愚蠢行动付出 代价的.,nǐ yǐ後 yào wèi nǐ de yú chǔn xíng dòng fù chū  dài jià de.,You'll pay later for your follies.
MTfsBqXTyTkoLJ7V5R6eEC,他现在没有固定的（性）伴侣.,tā xiàn zài méi yǒu gù dìng de（ xìng） bàn lu:3.,He doesn't have a regular (sexual) partner at the moment.
uWJt3mRODpwHSBKXE7jlLL,阿根廷是牛肉制品的一大出口国。,ē gēn tíng shì niú ròu zhì pǐn de yī dà chū kǒu guó。,Argentina is a big exporter of beef products.
g0lRax6A6TnZpSu5YoqtVA,让我们举杯向新娘和新郎祝贺!,ràng wǒ men jǔ bēi xiàng xīn niáng huò xīn láng zhù hè!,Let's drink (a toast) to the bride and bridegroom!
jaSz4n6qIcqiaJmazt1z1e,岛上逐渐迁入很多欧洲移民.,dǎo shàng zhú jiàn qiān rù hěn duō ōu zhōu yí mín.,The islands were gradually populated by settlers from Europe.
u8Wn3dtuBFTKagZQt4Yzfx,和谐一种饱满、奔放的和音的流露,hé xié yī zhòng bǎo mǎn、 bēn fàng de huò yīn de liú lù,"A full, rich outpouring of harmonious sound."
TEOAjMeRt4PPGpxPclFX6f,葛粉从这些植物中提取的食用淀粉,gě fěn zòng zhè xie zhí wù zhòng tí qǔ de shí yòng diàn fěn,An edible starch made from these plants.
kVa3OmLkrDWwAlo4czDAeo,一瞥；一眼很快的一看或一瞥；粗略看,yī piē； yī yǎn hěn kuài de yī kàn huò yī piē； cū lu:è kàn,A quick look or glimpse; a glance.
yvzGUqNaD4ebgton7qRaie,附带说一下，约翰下星期要回家。,fù dài shuō yī xià， Yuē hàn xià xīng qī yào huí jiā。,"Incidentally, John's coming home next week."
yFWjDihu1POMk6B4kuJSxf,我的靴子挤压了我脚趾上的水泡。,wǒ de xuē zi jǐ yà le wǒ jiǎo zhǐ shàng de shuǐ pào。,My boot is pressing against a blister on my toe.
mSa8grksMVJRjv2YZ3JiWz,和谐一种饱满、奔放的和音的流露,hé xié yī zhòng bǎo mǎn、 bēn fàng de huò yīn de liú lù,"A full, rich outpouring of harmonious sound."
z1sPHLaEvnYTmTJQAEkkWr,那军官於星期日晚上报到销假.,nà jūn guān yū xīng qī rì wǎn shang bào dào xiāo jià.,The officer reported back from leave on Sunday night.
tV0fXV2fg2GmocMRbhV1oU,人质被（用绳）捆住并塞住了口.,rén zhì bèi（ yòng shéng） kǔn zhù bìng sè zhù le kǒu.,The hostages were bound (with ropes) and gagged.
37Ordl1qG77A1RwyQAtDuE,使兴奋的使人精力充沛的；使兴奋的,shǐ xīng fèn de shǐ rén jīng lì chōng pèi de； shǐ xīng fèn de,Serving to invigorate; stimulating.
Xf0OT8XmuzYiViHZ8xS5pN,唾液是由口腔的唾液腺分泌出来的.,tuò yè shì yóu kǒu qiāng de tuò yè xiàn fēn mì chū lai de.,Saliva is secreted by glands in the mouth.
HNLFGVymXWaWMCvWG0M0T1,hour一字的开头字母h不发送气音.,hour yī zì de kāi tóu zì mǔh bù fā sòng qì yīn.,The word `hour' is pronounced without an initial aspirate.
sAnEJhLWtLPXRyoXPEJAmT,"演出拖延很久, 最後总算开始了.","yǎn chū tuō yán hěn jiǔ,  zuì後 zǒng suàn kāi shǐ le.",After a long delay the performance finally started.
xtUSoz5C2Q5dbm4IeM0T16,这本书破旧了，封面上有墨渍。,zhè běn shū pò jiù le， fēng miàn shàng yǒu mò zì。,The book is worn out and has ink stain on its cover.
kb6OQAVfraCWIONOvcszqO,一个上尉指挥一个连队或炮兵连。,yī gè shàng wèi zhǐ huī yī gè lián duì huò pào bīng lián。,A captain commands a company or battery.
aPMrizYuDWbeSapKNNYUH4,"他伸手捂住她的嘴, 不让她叫喊.","tā shēn shǒu wǔ zhù tā de zuǐ,  bù ràng tā jiào hǎn.",He put his hand over her mouth to stop her screaming.
HDE2vLKmMpBAWe60OLhTrO,好。是要豪华型、中型还是小型车？,hào。 shì yào háo huá xíng、 zhōng xíng hái shì xiǎo xíng chē？,"Ok. Luxury, mid-size or compact?"
0qeVLj26kMRqdxFgEC6IHt,她不折不扣地履行了她的所有诺言。,tā bù zhé bù kòu de lu:3 xíng le tā de suǒ yǒu nuò yán。,She carry out all her pledge to the letter.
pqddirg8uR3FOn3AZqFNiH,意向感觉、做或说的意向；倾向,yì xiàng gǎn jué、 zuò huò shuō de yì xiàng； qīng xiàng,"A disposition to feel, do, or say; a propensity."
lJeSgOzns1Hzq12L734kmN,他把衣服拧乾後晾到绳子上.,tā bǎ yī fu nìng qián後 liàng dào shéng zi shàng.,He wrung the clothes (out) before putting them on the line to dry.
gJNcsMBWlmqA5D2mYQasJU,"他跌了一跤, 头部撞在栏杆上了.","tā diē le yī jiāo,  tóu bù zhuàng zài lán gān shàng le.",He tripped and bashed his head against the railing.
3HhUBTvZs53VJdPQRifmIp,她泰然自若地履行王妃的职责。,tā tài rán zì ruò de lu:3 xíng wáng fēi de zhí zé。,She perform the duties of a princess with great aplomb.
5WjaN6aRdwM30BeNVm4YFo,这种混合物凝结之後就成了太妃糖.,zhè zhǒng hùn hé wù níng jié zhī後 jiù chéng le tài fēi táng.,The mixture solidifies into toffee.
sNb7PTIivyuIxSJ3nvB2fV,这老人想把痰咯出来但他不能。,zhè lǎo rén xiǎng bǎ tán luò chū lai dàn tā bù néng。,"The old man tried to spit up sputum, but he could not."
iSao3nW8sOtXOax1mYNvl6,我的名字叫亚历山大，简称“亚尔”。,wǒ de míng zi jiào yà lì shān dà， jiǎn chēng“ yà ěr”。,"My name is Alexander,""Al"" for short."
LF7bMMiBcK2VY1jmdIFf6p,版权在作者死後50年即行终止.,bǎn quán zài zuó zhě sǐ後50 nián jí xìng zhōng zhǐ.,Copyright expires 50 years after the death of the author.
hOJNyAeogdl6qgjsR2z7Kx,好。是要豪华型、中型还是小型车？,hào。 shì yào háo huá xíng、 zhōng xíng hái shì xiǎo xíng chē？,"Ok. Luxury, mid-size or compact?"
vN72CjIoUEU411qJEatlq2,你能告诉我这些鞋子的零售价吗？,nǐ néng gào su wǒ zhè xie xié zi de líng shòu jie ma？,Could you tell me the retail prices of these shoes?
acgbYYwjBLpZprDnuTxK37,在经济萧条期间，银行很可能倒闭,zài jīng jì xiāo tiáo qī jiān， yín háng hěn kě néng dǎo bì,In a depression banks are liable to fail.
H3dbVaafRLfiw18X1L1QvW,"那麽, 你改变立场了, 你这可耻的叛徒!","nà mó,  nǐ gǎi biàn lì chǎng le,  nǐ zhè kě chǐ de pàn tú!","So you've changed sides, you dirty rat!"
qaVyQJQvPxx7ajqDilykgN,【谚】没有了名誉也就没有了生命。,【 yàn】 méi yǒu le míng yù yě jiù méi yǒu le shēng mìng。,Take honour from me and my life is done.
tt7qEapa4pSWYwDoZfFqe2,眼泪由上眼睑下面的器官分泌。,yǎn lèi yóu shàng yǎn jiǎn xià mian de qì guān fēn mì。,Tears are secreted by an organ under the upper eyelid.
iHeBalPkNS4bqB7hjh2adJ,她失踪一事引起了各种流言蜚语.,tā shī zōng yī shì yǐn qǐ le gè zhǒng liú yán fěi yù.,Her disappearance gave rise to the wildest rumours.
QGV0pUnjBtXyYYTUHbGlks,她完全是一只孔雀，除“美”而外。,tā wán quán shì yī zhǐ kǒng què， chú“ měi” ér wài。,She is a peacock in everything but beauty.
waAHafS536At0ppIyfBUXH,许多人皈依他们父母所属的教派。,xǔ duō rén guī yī tā men fù mǔ suǒ shǔ de jiào pài。,Many people adhere to the church of their parents.
V66dlFM8h6umI2V8OJULJS,他们为赛马设立了2000畿尼的奖金。,tā men wèi sài mǎ shè lì lé000 jī ní de jiǎng jīn。,They had set a prize of 2000 gns for the horserace.
oZVYfJ1MtbpNGrIwQC4Tv6,瞬间一个短暂的、不确定的时间间隔,shùn jiān yī gè duǎn zàn de、 bù què dìng de shí jiān jiàn gé,"A brief, indefinite interval of time."
jfcWyYeHbPaeDDXUR5qaLp,她纤弱的身躯因阵阵咳嗽而发颤。,tā xiān ruò de shēn qū yīn zhèn zhèn ké sou ér fà zhàn。,Her slight frame was shaken by bouts of coughing.
EmdO5DuXAoSoi1w11I2xcZ,直接从碗里咕嘟咕嘟地喝汤是粗俗的,zhí jiē zòng wǎn lǐ gū dū gū dū de hè tāng shì cū sú de,Slurping soup directly from the bowl is vulgar.
gGJ4l5NNaguANDTETUrtLp,衣橱用来储藏衣服的一种柜子；衣柜,yì chú yòng lái chǔ cáng yī fu de yī zhòng guì zi； yī guì,A chamber for storing clothes; a wardrobe.
YYGoMvgKPGTZfdMvTsSoIv,采牡蛎者捉、养殖或专卖牡蛎的人,cài mǔ lì zhě zhuō、 yǎng zhí huò zhuān mài mǔ lì de rén,"One who gathers, cultivates, or sells oysters."
h8N4l5ibCjToCOPR00UTWS,"士兵死亡後, 女眷表示沉痛哀悼.","shì bīng sǐ wáng後,  nu:3 juàn biǎo shì chén tòng āi dào.",The dead soldiers were mourned by their womenfolk.
EitPOFOBUD1iC3xL8Wj0kn,急欲获得的妄想权力或荣誉的；嫉妒的,jí yù huò dé de wàng xiǎng quán lì huò róng yù de； jí dù de,Covetous of power or honor; envious.
16kIuuZ6vgjnDx1qkxs7L1,这银花瓶上刻有花卉浮雕图案。,zhè yín huā píng shàng kè yǒu huā huì fú diāo tú àn。,The silver vase is embossed with a design of flower.
RIKlygapxTGyhM6Dum2twS,他们把船开进海港下锚停泊.,tā men bǎ chuán kāi jìn hǎi gǎng xià máo tíng bó.,They brought the boat into the harbour and dropped (the) anchor.
xwsXjqPFv1r6mlrSZH1wtf,过去伦敦的交通常因烟雾而受阻.,guò qu lún dūn de jiāo tōng cháng yīn yān wù ér shòu zǔ.,Smog used to bring London traffic to a standstill.
nkwVvCix1h2Qgl3rEPGDpK,名称，称号（用于区分的）名字或头衔,míng chēng， chēng hào（ yòng yú qū fēn de） míng zi huò tou xián,A distinguishing name or title.
MYpYklP3dmJBrQJMjlUNbo,即便是天涯海角我也要跟随他。,jí biàn shì tiān yá hǎi jiǎo wǒ yě yào gēn suí tā。,I will follow him to the uttermost parts of the earth.
XoJTWXN6j4UOeW4ee4BalZ,送小孩上学的重担又推给了我！,sòng xiǎo hái shàng xué de zhòng dàn yòu tuī jǐ le wǒ！,I got saddled with taking the children to school again!
MHjJ2ZiozO4MhLNb44fscI,立法者制定或颁布法律的人；立法者,lì fǎ zhě zhì dìng huò bān bù fǎ lu:4 de rén； lì fǎ zhě,One who makes or enacts laws; a legislator.
NP280wwlVU0nA0H2BvHZIQ,总统死後全国陷入了内战.,zǒng tǒng sǐ後 quán guó xiàn rù le nèi zhàn.,The country (was) plunged into civil war after the death of the President.
cq4En7c5QzaFQjOH5AhakT,喂，玛丽，何时有喜事？快了吧。,wèi， Mǎ lì， hé shí yǒu xǐ shì？ kuài le ba。,"Hello, Mary, when's the happy event? It can't be long now."
cEmVmKlcGDuGMVRW2vaaY7,我们把讨论的要点归纳一下好吗?,wǒ men bǎ tǎo lùn de yào diǎn guī nà yī xià hào ma?,Could we have a run-through of the main points discussed?
Z45Bu5V0F2eOKGHJJFNGU2,中央C音相当於每秒钟振动256次.,zhōng yāngC yīn xiāng dāng yū měi miǎo zhōng zhèn dò2ng6 cì.,Middle C is equivalent to 256 vibrations per second.
aZFrwKbFZyGgtCdXLTMzgP,冻鸡应彻底解冻後再烹调.,dòng jī yìng chè dǐ jiě dòng後 zài pēng tiáo.,A frozen chicken should be allowed to defrost completely before cooking.
aZOXaaYVyx7lknVCXAncFi,"那两个齿轮一啮合, 机器就启动了.","nà liǎng gè chǐ lūn yī niè hé,  jī qì jiù qǐ dòng le.",The two cog-wheels engaged and the machine started.
3u4sRccCOJ5ujxLPfzHs4D,新政府将他的地产徵作军用.,xīn zhèng fǔ jiàng tā de dì chǎn zhǐ zuò jūn yòng.,The new government expropriated his estate for military purposes.
WfRHATCmDvVU0E4MHeGjQY,吵闹的声音这样大，我怎能读书呢？,chǎo nào de shēng yīn zhè yàng dà， wǒ zěn néng dú shū ne？,How can I read with all this row going on?
EyAs150wos1WDoZTTvWeBT,声誉——主要是死得其时的问题。,shēng yú—— zhǔ yào shì sǐ de qí shí de wèn tí。,Fame- it is chiefly a matter of die at the right moment.
VIIgrOo6IiIsWBjs11k2ND,不好客的没有表现出好客的；不友好的,bù hǎo kè de méi yǒu biǎo xiàn chū hào kè de； bù yǒu hǎo de,Displaying no hospitality; unfriendly.
A8Ljb3VIyJ3jC6yIDc5UlY,忘却、遗忘忘却、遗忘的状态；遗忘,wàng què、 yí wàng wàng què、 yí wàng de zhuàng tài； yí wàng,A condition of forgetfulness; oblivion.
iuGWBWxxVPNaJAGGeQINms,在拜访岳父之前，他把鞋子擦黑。,zài bài fǎng yuè fù zhī qián， tā bǎ xié zi cā hēi。,He blacked his shoes before visiting his father-in-law.
ZFghgx8MmwoRMvwsU2vVq1,耗尽被损耗的状态；精疲力竭，耗尽,hào jìn bèi sǔn hào de zhuàng tài； jīng pí lì jié， hào jìn,The state of being depleted; exhaustion.
P276bd7eoSfwrVZfk0rOzt,这件衣服由于洗涤而慢慢褪色了。,zhè jiàn yī fu yóu yú xǐ dí ér màn màn tùn sè le。,The color of the dress faded away gradually on washing.
Ymsmi1gKUTxUzpzKSK4njk,侦探们又开始在那楝房子警戒了。,zhēn tàn men yòu kāi shǐ zài nà liàn fáng zi jǐng jiè le。,The detectives resumed their vigil at the house.
lDmYPyKv03AaCDxsmtBEk2,玛丽·杜瓦尔夫人转交彼得·布朗先生.,Mǎ lì· dù wǎ ěr fū ren zhuǎn jiāo Bǐ dé· bù lǎng xiān sheng.,Mr Peter Brown c/o Mme Marie Duval....
iL8OmaYjw30BIPUVHRgA2u,为什麽允许这些人随意进入该地?,wèi shí mó yǔn xǔ zhè xie rén suí yì jìn rù gāi de?,Why give these people licence to enter the place at will?
snxSb6aSar2arlmjTdRhRI,她生性乐观有助於她渡过难关。,tā shēng xìng lè guān yǒu zhù yū tā dù guò nán guān。,Her natural resilience helped her overcome the crisis.
RRIDK0fvI3RcTzfonW5ERN,你（如果）不付款，他们就要断电。,nǐ（ rú guǒ） bù fù kuǎn， tā men jiù yào duàn diàn。,Fail to pay and they'll cut off the electricity.
nhD22DtEJBQovnYchaxMlV,投诉信件源源不断地寄到（总部）.,tóu sù xìn jiàn yuán yuán bù duàn de jì dào（ zǒng bù）.,Letters of complaint poured in (to head office).
6iu6rU5yEh7ZVsiuXRcIx2,清晰地表达或呈现的；容易理解的,qīng xī de biǎo dá huò chéng xiàn de； róng yì lǐ jiě de,Clearly expressed or presented; easy to understand.
hCcFOCOUtpFArh2alqUFM5,金属门猛一关上时发出　光的响声.,jīn shǔ mén měng yī guān shàng shí fā chū　 guāng de xiǎng shēng.,The metal door rang as it slammed shut.
YfQuF65DNhkUKYRfECA2Qs,到现在已提名多少人了?,dào xiàn zài yǐ tí míng duō shao rén le?,How many nominations have there been (ie How many people have been nominated) so far?
4msmcZthqiJGasZm83DKh4,健谈的倾向于易于沟通的；爱说话的,jiàn tán de qīng xiàng yú yì yú gōu tōng de； ài shuō huà de,Inclined to communicate readily; talkative.
aVKNBlnexYOYBR44vVt8vG,久病後他的生命力逐渐在枯竭。,jiǔ bìng後 tā de shēng mìng lì zhú jiàn zài kū jié。,His life is slowly draining away after a long illness.
xKiE7agbgVVDSncisiiZO2,他那彬彬有礼的举止显出他是个绅士.,tā nà bīn bīn yǒu lǐ de jǔ zhǐ xiǎn chū tā shì gè shēn shì.,His polite manners bespoke the gentleman.
nBPUljOEDywU4b6zNLl1XA,飞机猛然俯冲致使驾驶员昏厥.,fēi jī měng rán fǔ chòng zhì shǐ jià shǐ yuán hūn jué.,"The plane dived suddenly, causing the pilot to black out."
2GZifFTj2ytTx48cZcfLC5,荒原荒凉、贫瘠或遭到毁坏之土地,huāng yuán huāng liáng、 pín jí huò zāo dào huǐ huài zhī tǔ dì,"Land that is desolate, barren, or ravaged."
EHhN6NdHPXIpF7yIPv60DQ,莎士比亚的作品赋予他不朽的声名。,suō shì Bǐ yà de zuò pǐn fù yǔ tā bù xiǔ de shēng míng。,Shakespeare's works have given him immortality.
TZNOqpCs36au4mf53szUow,分期付的款可於每月最後一日交付.,fēn qī fù de kuǎn kě yū měi yuè zuì後 yī rì jiāo fù.,Instalments are payable on the last day of the month.
wAb8plHxBveidaMyHtrcWv,这个剧本通常认为是莎士比亚作的.,zhè gè jù běn tōng cháng rèn wéi shì suō shì Bǐ yà zuò de.,This play is usually attributed to Shakespeare.
XFHtadt86XucD76PG0BEwJ,【谚】知识是宝库，实践是钥匙。,【 yàn】 zhī shi shì bǎo kù， shí jiàn shì yào shi。,"Knowledge is a treasure, but practice is the key to it."
MvyEX5aBq1C4X2B2WTfZXU,被降级的降级的、丢脸的或降低尊严的,bèi jiàng jí de jiàng jí de、 diū liǎn de huò jiàng dī zūn yán de,"Reduced in rank, dignity, or esteem."
6ZajqHPrN6AD6MnYYfupUB,血洗野蛮的、不加区别的杀戳；大屠杀,xuè xǐ yě mán de、 bù jiā qū bié de shā chuō； dà tú shā,"Savage, indiscriminate killing; a massacre."
vo5j35OIJ6aRxurjZtHSha,这个年轻军官被提升为上尉。,zhè gè nián qīng jūn guān bèi tí shēng wèi shàng wèi。,The young army officer was promoted to the rank of captain.
x5mFiLkPpQZbf7H26edN3f,我提议为新娘新郎的幸福乾杯.,wǒ tí yì wèi xīn niáng xīn láng de xìng fú qián bēi.,I should like to propose a toast to the bride and bridegroom.
xaM8FpxY1cZ7VctLFassZr,你们公司的海关注册号码是多少？,nǐ men gōng sī de hǎi guān zhù cè hào mǎ shì duō shao？,What's your company's registration number in customs?
TWP7v3dE2ttcCK6oEh3V1r,这些可怜的佃户在那个庄园里耕种。,zhè xie kě lián de diàn hù zài nèi gè zhuāng yuán lǐ gēng zhòng。,The poor tenants farmed in that manor.
inaLuRu524Kg07TnueIo4r,飞机猛然俯冲致使驾驶员昏厥。,fēi jī měng rán fǔ chòng zhì shǐ jià shǐ yuán hūn jué。,"The plane dive suddenly, cause the pilot to black out."
CjkKyuvgKFukJpcZ1bZ7Au,我们求生的唯一希望就在於裁军吗?,wǒ men qiú shēng de wéi yī xī wàng jiù zài yū cái jūn ma?,Does our only hope of survival lie in disarmament?
FEIJCYKb26qr14nI5yiS2V,阴谋，密谋秘密的或不光彩的计划；密谋,yīn móu， mì móu mì mì de huò bù guāng cǎi de jì huà； mì móu,A secret or underhand scheme; a plot.
GWtpWuMbA3AfGcHs7pJAIq,莎士比亚的作品赋予他不朽的声名。,suō shì Bǐ yà de zuò pǐn fù yǔ tā bù xiǔ de shēng míng。,Shakespeare's works have given him immortality.
Mcn7aWx1iq2dFVrKk0xRJD,他由於死要面子而不肯接受帮助.,tā yóu yū sǐ yào miàn zi ér bù kěn jiē shòu bāng zhù.,He refused to accept help out of a false sense of pride.
1SxOryQ3XdWYEb2sRlpGv3,他不惜工本为自己造了一幢别墅。,tā bù xī gōng běn wèi zì jǐ zào le yī chuáng bié shù。,He spares no expense in building a villa for himself.
ytU53EVWv80pJQmLlIYrp6,孩子们常常（为玩具）争吵.,hái zi men cháng cháng（ wèi wán jù） zhēng chǎo.,The children are always bickering (with each other) (over their toys).
Lx6QnCiiIcov8SwzcBPvNy,这次销售交涉不知道结果会怎样？,zhè cì xiāo shòu jiāo shè bù zhī dào jié guǒ kuài zěn yàng？,How is the sale negotiation going to turn out?
arK2ZBSzNs1feZrR51VtNG,他在向小学生贩卖海洛因时被捕.,tā zài xiàng xiǎo xué shēng fàn mài hǎi luò yīn shí bèi bǔ.,He was caught pushing heroin to schoolchildren.
jbjcsCsCrcStjqCTaZYGFe,我宁愿约翰打网球而不玩扑克牌。,wǒ nìng yuàn Yuē hàn dǎ wǎng qiú ér bù wàn pū kè pái。,I prefer John's playing tennis to his playing cards.
cY1g7f8OP4ZoN0FRAuo2iz,他们失去了首领以後便丧失了斗志.,tā men shī qù le shǒu lǐng yǐ後 pián sàng shī le dòu zhì.,Losing their leader took all the fight out of them.
lVbPl1TQEM0A815WlQCpfp,机车喷出一股蒸气後就停了下来.,jī chē pèn chū yī gǔ zhēng qì後 jiù tíng le xia lai.,There was a puff of steam from the engine before it stopped.
lKbzNLaeLmDk1AsuiHyeni,她总是抱怨伦敦缺少体育设施.,tā zǒng shì bào yuàn lún dūn quē shǎo tǐ yù shè shī.,She's always lamenting the lack of sports facilities in town.
p3YZdWw5V8qczkI5SurMaS,他们是这样宣称的，但他们有证据吗？,tā men shì zhè yàng xuān chēng de， dàn tā men yǒu zhèng jù ma？,"So they alleged, but have they any proof?"
lLOZhZ3Z3SWmttLXsgqUbo,我们不能冒（失掉全部钱的）风险.,wǒ men bù néng mào（ shī diào quán bù qián de） fēng xiǎn.,We can't run the risk (of losing all that money).
o4CovIJTkN4eQhPxnIb5C2,她出身上层社会[她社会地位极高].,tā chū shēn shàng céng shè huì[ tā shè huì dì wèi jí gāo].,She's out of the top drawer/She's very top drawer.
URbbMbdUx3jcNx3auhdBdu,"屡次侵占我的闲暇时间, 我很反感.","lu:3 cì qīn zhàn wǒ de xián xiá shí jiān,  wǒ hěn fǎn gǎn.",I resent these incursions into/upon my leisure time.
WWOQS1f43cBXwKk5db5f0Q,对市场动态，烦告货主意向如何？,duì shì chǎng dòng tài， fán gào huò zhǔ yi xiàng rú hé？,Advise how shipper dispose towards market movement?
b0TZlCqjiYaRaowUUJUeqX,"她带病努力工作, 真是难能可贵!","tā dài bìng nǔ lì gōng zuò,  zhēn shì nàn néng kě guì!",She works so hard in spite of her illness: she's a marvel!
7ZgSFKsatGV4MgU8JQ4a5v,【谚】智者热爱真理，愚者回避真理。,【 yàn】 zhì zhě rè ài zhēn lǐ， yú zhě huí bì zhēn lǐ。,"Wise men love truth, whereas fools shun it."
i5NJ7yrOWNBrLpcREBGHEQ,自由的没有限制或局限的；不受约束的,zì yóu de méi yǒu xiàn zhì huò jú xiàn de； bù shòu yuē shù de,Not limited or restricted; unrestrained.
ZkmQXmLrTN1Zq8fPnGKjBw,唱流行歌曲的歌星什麽时候都是新闻人物.,chàng liú xíng gē qǔ de gē xīng shí mó shí hou dōu shì xīn wén rén wù.,Pop stars are always news.
2OHyl67dblJWVb0NfSyKDT,蜡烛发出轻轻的毕剥声後就熄灭了.,là zhú fā chū qīng qīng de bì bō shēng後 jiù xī miè le.,The candle gave a few faint splutters and then went out.
cV7CpaPVnVIdumraXVadXM,狗吠声有特色地低沉的、粗哑的狗叫,gǒu fèi shēng yǒu tè sè de dī chén de、 cū yǎ de gǒu jiào,"The characteristically deep, gruff bark of a dog."
zTXhuAAowCly7pjvI4Ejkd,我们得等电源接通後才能搬进去.,wǒ men de děng diàn yuán jiē tōng後 cái néng bān jìn qù.,We can't move in until the electricity has been laid on.
suN2o4Ran3K5kK4A3a7Wmz,农夫用镰刀在地里刈出一条路来。,nóng fū yòng lián dāo zài de lǐ yì chū yī tiáo lù lái。,The farmer cut a swathe in the field with his scythe.
8kd6ctMvgJosQj5dQaokHa,他受妻子怂恿进行这些非法活动.,tā shòu qī zi sǒng yǒng jìn xíng zhè xie fēi fǎ huó dòng.,He was abetted in these illegal activities by his wife.
aSXKkQye8TjCJuBedRCJAI,难民苦於缺少食物和医药用品.,nàn mín kǔ yū quē shǎo shí wù huò yī yào yòng pǐn.,The refugees are suffering for want of food and medical supplies.
GmxAmQggLg4vri5mZW6nrw,"我还在学习, 别指望我十全十美!","wǒ huán zài xué xí,  biè zhǐ wàng wǒ shí quán shí měi!","I'm still only a learner, so don't expect perfection!"
hOTULNTVHbYxvTWMmOgsJR,四条林荫大道从那广场向四方延伸。,sì tiáo lín yìn dà dào zòng nà guǎng chǎng xiàng sì fāng yán shēn。,Four avenues radiate from the square.
62DNwLKHF27DwiaUsCMFus,"不要逾期不缴房租, 否则会被逐出.","bù yào yú qī bù jiǎo fáng zū,  fǒu zé kuài bèi zhú chū.","Don't fall behind with the rent, or you'll be evicted."
aMHmVadIGj8KQ6fBk7mc64,他为伦敦的一家大公司到处推销地毯.,tā wèi lún dūn de yī jiā dà gōng sī dào chù tuī xiāo dì tǎn.,He travels in carpets for a big London firm.
Ar1PRWOkOk2Gt77t5PHj1r,残忍的行为与他的本性[与他]格格不入.,cán rěn de xíng wéi yù tā de běn xìng[ yù tā] gé gé bù rù.,Cruelty was quite alien to his nature/to him.
an52OaMwDaEsgbNlcgBwna,残忍的行为与他的本性[与他]格格不入.,cán rěn de xíng wéi yù tā de běn xìng[ yù tā] gé gé bù rù.,Cruelty was quite alien to his nature/to him.
CRXKoXhEXPJVj2jo2yVVvu,我身上没带现钱，明天付你行吗？,wǒ shēn shàng mò dài xiàn qián， míng tiān fù nǐ xìng ma？,"I have no ready cash on me, can I pay you tomorrow?"
xqVjVhiUYg8qC3DSrlTjBn,怎样才能使你相信我是真心实意的呢?,zěn yàng cái néng shǐ nǐ xiāng xìn wǒ shì zhēn xīn shí yì de ne?,How can I persuade you that I am sincere?
IjwvZ6U8uYgl7wR2OFrXDJ,我们怎样才能延长短促的人生？,wǒ men zěn yàng cái néng yán cháng duǎn cù de rén shēng？,How can we endeavor to prolong the brevity of human life?
cCOxmghF6hezhUr2T8fJuO,请你把这颗纽扣缝到我的衬衫上好吗？,qǐng nǐ bǎ zhè kē niǔ kòu fèng dào wǒ de chèn shān shàng hào ma？,Would you sew this button onto my shirt?
lTdyqpLyRNFAiuqpT17JLo,你的名字已登记在选民名册上了吗？,nǐ de míng zi yǐ dēng jì zài xuǎn mín míng cè shàng le ma？,Have you got your name on the electoral register?
